Started: 16.43	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 600 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No currentAborted by user
Started: 16.43	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 600 s	Pulsed Etching	50,000000 mA/cm2, 2200 ms -> 200,000000 mA/cm2, 350 ms -> wait 1000 ms.	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 16.45	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 600 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No currentAborted by user
Started: 16.45	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 600 s	Pulsed Etching	50,000000 mA/cm2, 2200 ms -> 200,000000 mA/cm2, 350 ms -> wait 1000 ms.	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 16.46	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 600 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No currentAborted by user
Started: 16.50	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.50	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.52	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 16.52	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.52	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.55	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 16.55	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.55	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 2400 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: Aborted by user
Started: 16.56	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 300 s	Constant Current	30,000000mA/cm2	No Lift-Off pulses	Agilent N5768A	Result: Aborted by user
Started: 16.56	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 300 s	Constant Current	30,000000mA/cm2	No Lift-Off pulses	Agilent N5768A	Result: Aborted by user
Started: 17.01	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 300 s	Constant Current	30,000000mA/cm2	No Lift-Off pulses	Agilent N5768A	Result: No current
Started: 17.01	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 300 s	Constant Current	30,000000mA/cm2	No Lift-Off pulses	Agilent N5768A	Result: No current
Started: 17.03	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 300 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.20	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.20	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.21	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.21	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.21	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.21	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.21	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.22	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.22	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.22	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
Started: 17.23	Three Etch Cell: 4,616000 cm2	Wafer box: (i)(1)	Etch time: 20 s	Constant Current	30,000000mA/cm2	Lift-Off: 617,420000 mA/cm2, 2000ms -> wait: 0 ms -> 0,000000 mA/cm2, 0 ms.	Agilent N5768A	Result: No current
